x,y,line{"project":false},cp{"project":false},algo,difference,oldage,id,up00,up01,up02,up10,up11,up12,up20,up21,up22,front00,front01,front02,front10,front11,front12,front20,front21,front22,right00,right01,right02,right10,right11,right12,right20,right21,right22,left00,left01,left02,left10,left11,left12,left20,left21,left22,down00,down01,down02,down10,down11,down12,down20,down21,down22,back00,back01,back02,back10,back11,back12,back20,back21,back22
-5.4000273000000005,11.516392999999999,0,state,beginner,22,83,83,B,W,O,W,W,G,R,W,G,G,R,Y,G,G,Y,G,G,Y,G,B,R,R,R,R,R,R,R,O,O,W,O,O,G,O,O,W,Y,Y,B,Y,Y,B,Y,Y,B,B,B,W,B,B,W,O,O,W
0.8404038,3.8301988,0,state,beginner,11,84,84,B,W,W,W,W,W,R,W,W,G,R,O,G,G,G,G,G,G,R,R,R,B,R,R,G,R,R,O,O,W,O,O,G,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,O,B
-0.90680826,2.1358638,0,state,beginner,9,85,85,W,W,W,W,W,W,B,W,R,W,G,W,G,G,G,G,G,G,O,R,R,R,R,R,G,R,R,O,O,B,O,O,O,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,R,B,G
-1.7359950000000002,-0.664838,0,state,beginner,16,86,86,W,W,W,G,W,W,G,W,R,Y,G,W,Y,G,G,Y,G,G,O,R,R,R,R,R,G,R,R,B,O,O,O,O,O,O,O,O,B,Y,Y,B,Y,Y,R,Y,Y,W,B,B,W,B,B,B,B,G
-3.2205355,0.24987033,0,state,beginner,22,87,87,G,G,W,W,W,W,R,W,W,G,R,O,Y,G,G,Y,G,G,B,R,R,B,R,R,G,R,R,B,O,Y,O,O,G,O,O,W,B,Y,Y,B,Y,Y,R,Y,Y,W,B,B,W,B,B,O,O,O
-7.482993,12.024461,0,state,beginner,32,88,88,G,G,O,W,W,G,R,W,G,G,R,Y,Y,G,Y,Y,G,Y,G,B,B,R,R,R,R,R,R,B,O,Y,O,O,G,O,O,W,B,Y,B,B,Y,B,R,Y,O,W,B,W,W,B,W,O,O,W
-8.753614,9.366772000000001,0,state,beginner,31,89,89,O,G,G,G,W,W,G,W,R,Y,G,W,Y,G,Y,Y,G,Y,Y,B,B,R,R,R,G,R,R,B,O,W,O,O,O,O,O,O,B,Y,B,B,Y,B,R,Y,O,W,B,W,W,B,W,G,R,R
-6.794223,8.802533,0,state,beginner,22,90,90,W,G,G,W,W,W,G,W,R,O,G,W,G,G,Y,G,G,Y,Y,B,B,R,R,R,G,R,R,O,O,B,O,O,O,O,O,W,Y,Y,B,Y,Y,B,Y,Y,O,B,B,W,B,B,W,R,R,R
-5.7496448,10.841935000000001,0,state,beginner,19,91,91,G,W,W,W,W,G,R,W,G,G,R,Y,G,G,Y,G,G,Y,R,B,B,R,R,R,R,R,R,O,O,O,O,O,G,O,O,W,Y,Y,B,Y,Y,B,Y,Y,O,B,B,W,B,B,W,W,O,B
0.44200847,4.6737404,0,state,beginner,12,92,92,G,W,W,W,W,W,R,W,B,G,R,W,G,G,G,G,G,G,B,R,R,B,R,R,R,R,R,O,O,O,O,O,G,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,O,O
-2.598849,3.2526064,0,checkpoint,beginner,9,93,93,W,W,B,W,W,W,G,W,R,O,G,W,G,G,G,G,G,G,W,R,R,R,R,R,G,R,R,O,O,O,O,O,O,O,O,W,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,B,R
-4.659915,2.7520833,0,state,beginner,17,94,94,W,W,B,W,W,B,G,W,R,O,G,B,G,G,W,G,G,R,R,R,R,R,R,R,W,R,G,O,O,O,O,O,O,O,O,W,Y,Y,W,Y,Y,G,Y,Y,G,B,B,Y,B,B,Y,B,B,Y
-8.795436,3.4319269999999995,0,state,beginner,25,95,95,W,W,B,W,W,B,G,W,R,O,G,B,G,G,W,G,R,R,R,R,B,R,R,B,W,R,Y,G,O,O,G,O,O,R,O,W,W,G,G,Y,Y,Y,Y,Y,Y,O,O,O,B,B,Y,B,B,Y
-7.124096000000001,5.3961844,0,state,beginner,21,96,96,W,W,B,W,W,W,G,W,R,O,G,G,G,G,Y,G,R,Y,W,R,R,R,R,R,Y,B,B,G,O,O,G,O,O,R,O,W,W,G,O,Y,Y,Y,Y,Y,Y,O,O,B,B,B,B,B,B,R
-5.425861,5.167917,0,state,beginner,19,97,97,W,W,B,W,W,W,G,W,R,O,G,G,G,G,Y,G,G,R,W,R,Y,R,R,R,Y,B,G,B,O,O,O,O,O,O,O,W,Y,Y,W,Y,Y,G,Y,Y,O,R,R,B,B,B,B,B,B,R
-6.125248,3.1465313,0,state,beginner,22,98,98,W,W,B,W,W,B,G,W,R,O,G,B,G,G,W,G,G,R,Y,R,G,R,R,B,W,R,Y,B,O,O,O,O,O,O,O,W,Y,Y,G,Y,Y,Y,Y,Y,R,R,R,W,B,B,G,B,B,O
-7.575361,3.1400902000000004,0,state,beginner,22,99,99,W,W,B,W,W,B,G,W,R,O,G,B,G,G,W,Y,B,G,Y,R,R,R,R,R,W,R,W,G,O,O,G,O,O,R,O,W,G,Y,R,Y,Y,Y,Y,Y,Y,O,O,B,B,B,G,B,B,O
-7.542145,4.4305444000000005,0,state,beginner,23,100,100,W,W,B,W,W,W,G,W,G,O,G,R,G,G,Y,Y,B,Y,W,R,Y,R,R,R,W,R,R,G,O,O,G,O,O,R,O,W,G,Y,B,Y,Y,G,Y,Y,O,O,O,B,B,B,B,B,B,R
-5.414743,4.1421266,0,state,beginner,22,101,101,W,W,B,W,W,W,G,W,G,O,G,R,G,G,Y,G,G,R,W,R,Y,R,R,B,W,R,Y,B,O,O,O,O,O,O,O,W,Y,Y,G,Y,Y,Y,O,G,B,Y,R,R,B,B,B,B,B,R
-6.280553299999999,1.9367796000000002,0,state,beginner,22,102,102,W,W,R,W,W,B,G,W,R,O,G,B,G,G,W,G,G,G,Y,B,Y,R,R,R,W,R,W,B,O,O,O,O,O,O,O,W,Y,Y,R,Y,Y,Y,O,G,R,Y,R,G,B,B,Y,B,B,B
-7.9539075,2.109068,0,state,beginner,26,103,103,W,W,R,W,W,B,G,W,R,O,G,B,G,G,W,W,R,Y,Y,B,Y,R,R,R,W,R,G,G,O,O,G,O,O,G,O,W,R,Y,R,Y,Y,G,Y,Y,O,O,O,B,B,B,Y,B,B,B
-8.705064,4.9857005999999995,0,state,beginner,24,104,104,W,W,B,W,W,W,G,W,Y,O,G,R,G,G,G,W,R,O,W,R,Y,R,R,B,G,R,Y,G,O,O,G,O,O,G,O,W,R,Y,B,Y,Y,Y,Y,Y,B,O,O,R,B,B,B,B,B,R
-3.8841186000000003,4.2151723,0,state,beginner,17,105,105,W,W,B,W,W,W,G,W,Y,O,G,R,G,G,G,G,G,G,W,R,O,R,R,R,G,R,W,R,O,O,O,O,O,O,O,W,Y,Y,R,Y,Y,Y,B,Y,B,Y,B,Y,B,B,B,B,B,R
-5.202514,2.2017925,0,state,beginner,21,106,106,W,W,Y,W,W,B,G,W,R,O,G,B,G,G,W,G,G,Y,O,R,W,R,R,R,W,R,G,R,O,O,O,O,O,O,O,W,Y,Y,R,Y,Y,G,B,Y,G,Y,B,R,B,B,Y,B,B,B
-9.133576,2.8349295,0,state,beginner,25,107,107,W,W,Y,W,W,B,G,W,R,O,G,B,G,G,W,G,R,W,O,R,Y,R,R,B,W,R,R,G,O,O,G,O,O,Y,O,W,R,G,G,Y,Y,Y,Y,Y,B,O,O,R,B,B,Y,B,B,B
-7.6816773000000005,5.848285,0,state,beginner,22,108,108,W,W,B,W,W,W,G,W,W,O,G,G,G,G,Y,G,R,B,W,R,O,R,R,R,R,B,Y,G,O,O,G,O,O,Y,O,W,R,G,R,Y,Y,Y,Y,Y,B,O,O,Y,B,B,B,B,B,R
-4.8909707000000004,5.631542,0,state,beginner,19,109,109,W,W,B,W,W,W,G,W,W,O,G,G,G,G,Y,G,G,Y,W,R,B,R,R,R,R,B,G,Y,O,O,O,O,O,O,O,W,Y,Y,R,Y,Y,G,B,Y,R,O,R,Y,B,B,B,B,B,R
8.255308,4.7318316,0,state,beginner,27,110,110,B,W,W,W,W,W,W,W,G,O,O,W,G,G,Y,G,G,Y,G,R,B,G,R,R,O,B,G,Y,O,R,O,O,B,O,O,B,Y,Y,R,Y,Y,G,B,Y,R,O,R,Y,B,B,B,W,R,R
8.046632,7.310455999999999,0,state,beginner,27,111,111,B,W,Y,W,W,B,W,W,R,O,O,W,G,G,W,G,G,G,B,R,G,R,R,B,G,G,O,Y,O,R,O,O,B,O,O,B,Y,Y,W,Y,Y,Y,B,Y,Y,O,R,R,B,B,G,W,R,R
10.604861,7.798107000000001,0,state,beginner,29,112,112,B,W,Y,W,W,B,W,W,R,O,O,W,G,G,W,O,B,G,B,R,O,R,R,R,G,G,R,G,O,R,G,O,B,G,O,B,W,Y,Y,Y,Y,Y,Y,Y,B,O,O,Y,B,B,G,W,R,R
10.892353,5.0842495,0,state,beginner,28,113,113,B,W,W,W,W,W,W,W,G,O,O,Y,G,G,Y,O,B,B,G,R,B,G,R,R,R,R,O,G,O,R,G,O,B,G,O,B,W,Y,Y,Y,Y,G,Y,Y,R,O,O,Y,B,B,B,W,R,R
7.044799,5.0363793,0,state,beginner,23,114,114,B,W,W,W,W,W,W,W,G,O,O,Y,G,G,Y,G,G,G,G,R,B,G,R,B,R,R,O,Y,O,R,O,O,B,O,O,B,Y,Y,W,Y,Y,Y,R,G,Y,B,R,O,B,B,B,W,R,R
7.182714,7.817338,0,state,beginner,26,115,115,B,W,O,W,W,B,W,W,R,O,O,W,G,G,W,G,G,G,B,B,O,R,R,R,G,G,R,Y,O,R,O,O,B,O,O,B,Y,Y,Y,Y,Y,Y,R,G,G,B,R,W,B,B,Y,W,R,Y
9.508828,8.063315,0,state,beginner,33,116,116,B,W,O,W,W,B,W,W,R,O,O,W,G,G,W,R,R,O,B,B,B,R,R,R,G,G,W,G,O,R,G,O,B,G,O,B,Y,Y,G,Y,Y,G,Y,Y,R,O,O,Y,B,B,Y,W,R,Y
9.77707,5.0702972,0,state,beginner,25,117,117,B,W,W,W,W,W,W,W,O,O,O,G,G,G,G,R,R,R,G,R,B,G,R,B,W,R,B,G,O,R,G,O,B,G,O,B,Y,Y,Y,Y,Y,Y,Y,Y,Y,O,O,O,B,B,B,W,R,R
4.228300599999999,3.3902836000000005,0,state,beginner,13,118,118,B,W,W,W,W,W,W,W,O,O,O,G,G,G,G,G,G,G,G,R,R,G,R,R,W,R,R,O,O,R,O,O,B,O,O,B,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,W,R,R
6.122153,6.946003,0,state,beginner,23,119,119,B,W,B,W,W,B,W,W,R,O,O,W,G,G,W,G,G,O,R,R,R,R,R,R,G,G,W,O,O,R,O,O,B,O,O,B,Y,Y,G,Y,Y,G,Y,Y,G,B,B,Y,B,B,Y,W,R,Y
9.529911,6.853136500000001,0,state,beginner,31,120,120,B,W,B,W,W,B,W,W,R,O,O,W,G,G,W,W,R,R,R,R,B,R,R,B,G,G,Y,G,O,R,G,O,B,O,O,B,G,G,G,Y,Y,Y,Y,Y,Y,O,O,O,B,B,Y,W,R,Y
9.745894999999999,3.8201492,0,state,beginner,26,121,121,B,W,W,W,W,W,W,W,R,O,O,G,G,G,Y,W,R,Y,G,R,R,G,R,R,Y,B,B,G,O,R,G,O,B,O,O,B,G,G,O,Y,Y,Y,Y,Y,Y,O,O,B,B,B,B,W,R,R
8.108516,3.7337577000000004,0,state,beginner,24,122,122,B,W,W,W,W,W,W,W,R,O,O,G,G,G,Y,G,G,O,G,R,Y,G,R,R,Y,B,W,B,O,R,O,O,B,O,O,B,Y,Y,G,Y,Y,G,Y,Y,O,R,R,B,B,B,B,W,R,R
7.930815700000001,6.5478773,0,state,beginner,28,123,123,B,W,B,W,W,B,W,W,R,O,O,W,G,G,W,G,G,R,Y,R,W,R,R,B,G,G,Y,B,O,R,O,O,B,O,O,B,Y,Y,G,Y,Y,Y,Y,Y,O,R,R,G,B,B,G,W,R,O
10.740536,6.8782697,0,state,beginner,29,124,124,B,W,B,W,W,B,W,W,R,O,O,W,G,G,W,Y,B,W,Y,R,R,R,R,R,G,G,G,G,O,R,G,O,B,R,O,B,G,Y,O,Y,Y,Y,Y,Y,Y,O,O,B,B,B,G,W,R,O
10.810067,4.0652966,0,state,beginner,27,125,125,B,W,W,W,W,W,W,W,W,O,O,O,G,G,Y,Y,B,Y,G,R,Y,G,R,R,G,R,R,G,O,R,G,O,B,R,O,B,G,Y,B,Y,Y,G,Y,Y,O,O,O,B,B,B,B,W,R,R
6.92327,4.2281116999999995,0,state,beginner,26,126,126,B,W,W,W,W,W,W,W,W,O,O,O,G,G,Y,G,G,R,G,R,Y,G,R,B,G,R,Y,B,O,R,O,O,B,O,O,B,Y,Y,G,Y,Y,Y,O,G,B,Y,R,R,B,B,B,W,R,R
5.554023,10.485483,0,state,beginner,25,127,127,W,W,W,W,W,W,W,W,B,R,R,W,G,G,Y,G,G,R,B,R,Y,B,R,B,R,R,Y,B,O,G,O,O,G,O,O,G,Y,Y,G,Y,Y,Y,O,G,B,Y,R,R,B,B,B,O,O,O
4.8558345,13.2230015,0,state,beginner,27,128,128,W,W,R,W,W,B,W,W,O,R,R,W,G,G,W,G,G,B,Y,B,Y,R,R,R,B,B,R,B,O,G,O,O,G,O,O,G,Y,Y,W,Y,Y,Y,O,G,R,Y,R,G,B,B,Y,O,O,B
7.4327570000000005,14.493428,0,state,beginner,31,129,129,W,W,R,W,W,B,W,W,O,R,R,W,G,G,W,R,R,Y,Y,B,Y,R,R,R,B,B,G,G,O,G,G,O,G,B,O,G,W,Y,R,Y,Y,G,Y,Y,O,O,O,B,B,B,Y,O,O,B
8.794286999999999,10.553161,0,state,beginner,28,130,130,W,W,W,W,W,W,W,W,Y,R,R,R,G,G,G,R,R,O,B,R,Y,B,R,B,G,R,Y,G,O,G,G,O,G,B,O,G,W,Y,B,Y,Y,Y,Y,Y,B,O,O,R,B,B,B,O,O,O
4.5941279999999995,9.629287,0,state,beginner,21,131,131,W,W,W,W,W,W,W,W,Y,R,R,R,G,G,G,G,G,B,B,R,O,B,R,R,G,R,R,R,O,G,O,O,G,O,O,G,Y,Y,W,Y,Y,Y,B,Y,B,Y,B,Y,B,B,B,O,O,O
5.916015,13.778998000000001,0,state,beginner,25,132,132,W,W,Y,W,W,B,W,W,O,R,R,W,G,G,W,G,G,Y,O,R,R,R,R,R,B,B,G,R,O,G,O,O,G,O,O,G,Y,Y,R,Y,Y,G,B,Y,B,Y,B,W,B,B,Y,O,O,B
7.401455,13.0967655,0,state,beginner,31,133,133,W,W,Y,W,W,B,W,W,O,R,R,W,G,G,W,G,R,R,O,R,Y,R,R,B,B,B,W,G,O,G,G,O,G,Y,O,G,R,G,B,Y,Y,Y,Y,Y,B,O,O,R,B,B,Y,O,O,B
8.199757,11.536639,0,state,beginner,29,134,134,W,W,W,W,W,W,W,W,R,R,R,B,G,G,Y,G,R,B,B,R,O,B,R,R,W,B,Y,G,O,G,G,O,G,Y,O,G,R,G,R,Y,Y,Y,Y,Y,B,O,O,Y,B,B,B,O,O,O
7.020457,10.861991999999999,0,state,beginner,26,135,135,W,W,W,W,W,W,W,W,R,R,R,B,G,G,Y,G,G,Y,B,R,B,B,R,R,W,B,G,Y,O,G,O,O,G,O,O,G,Y,Y,R,Y,Y,G,B,Y,R,O,R,Y,B,B,B,O,O,O
6.3238463,12.403784,0,state,beginner,27,136,136,W,W,Y,W,W,B,W,W,O,R,R,W,G,G,W,G,G,R,B,R,G,R,R,B,B,B,W,Y,O,G,O,O,G,O,O,G,Y,Y,B,Y,Y,Y,B,Y,Y,O,R,R,B,B,G,O,O,R
8.722972,13.083607,0,state,beginner,28,137,137,W,W,Y,W,W,B,W,W,O,R,R,W,G,G,W,W,B,G,B,R,O,R,R,R,B,B,R,G,O,G,G,O,G,R,O,G,B,Y,Y,Y,Y,Y,Y,Y,B,O,O,Y,B,B,G,O,O,R
9.625572,11.823974,0,state,beginner,27,138,138,W,W,W,W,W,W,W,W,G,R,R,Y,G,G,Y,W,B,B,B,R,B,B,R,R,R,R,O,G,O,G,G,O,G,R,O,G,B,Y,Y,Y,Y,G,Y,Y,R,O,O,Y,B,B,B,O,O,O
6.077075499999999,10.096302,0,state,beginner,23,139,139,W,W,W,W,W,W,W,W,G,R,R,Y,G,G,Y,G,G,R,B,R,B,B,R,B,R,R,W,Y,O,G,O,O,G,O,O,G,Y,Y,B,Y,Y,Y,R,G,Y,B,R,O,B,B,B,O,O,O
4.944648,12.6038265,0,state,beginner,24,140,140,W,W,O,W,W,B,W,W,O,R,R,W,G,G,W,G,G,G,B,B,W,R,R,R,B,B,R,Y,O,G,O,O,G,O,O,G,Y,Y,Y,Y,Y,Y,R,G,R,B,R,B,B,B,Y,O,O,Y
8.157283,14.208649,0,state,beginner,32,141,141,W,W,O,W,W,B,W,W,O,R,R,W,G,G,W,R,R,W,B,B,B,R,R,R,B,B,B,G,O,G,G,O,G,G,O,G,Y,Y,R,Y,Y,G,Y,Y,R,O,O,Y,B,B,Y,O,O,Y
9.463774,10.564888,0,state,beginner,24,142,142,W,W,W,W,W,W,W,W,W,R,R,R,G,G,G,R,R,R,B,R,B,B,R,B,B,R,B,G,O,G,G,O,G,G,O,G,Y,Y,Y,Y,Y,Y,Y,Y,Y,O,O,O,B,B,B,O,O,O
1.7867348,4.863059,0,state,beginner,12,143,143,W,W,W,W,W,W,W,W,W,R,R,R,G,G,G,G,G,G,B,R,R,B,R,R,B,R,R,O,O,G,O,O,G,O,O,G,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,O,O,O
0.20949192,1.3493552,0,end,beginner,0,144,144,W,W,W,W,W,W,W,W,W,G,G,G,G,G,G,G,G,G,R,R,R,R,R,R,R,R,R,O,O,O,O,O,O,O,O,O,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,B,B,B,B,B,B,B,B
-19.787642,-2.0323074,1,start,fridrich,39,0,145,O,B,G,W,W,R,Y,B,R,R,W,W,R,G,O,O,G,G,O,R,W,G,R,W,G,G,R,O,Y,Y,Y,O,R,G,B,B,W,W,Y,G,Y,O,B,B,R,W,O,B,O,B,Y,B,Y,Y
-17.860123,-3.1959846,1,state,fridrich,38,1,146,R,B,Y,R,W,W,G,B,O,Y,Y,B,R,G,O,O,G,G,B,R,W,R,R,W,Y,G,R,O,Y,G,Y,O,G,G,B,O,W,W,Y,G,Y,O,B,B,R,W,O,B,O,B,Y,W,W,R
-16.17559,-1.8457825,1,state,fridrich,40,2,147,R,B,Y,R,W,W,G,B,O,O,R,Y,G,G,Y,G,O,B,B,R,W,R,R,W,G,B,O,O,Y,G,Y,O,G,Y,W,W,R,G,Y,G,Y,O,B,B,R,W,O,B,O,B,Y,W,W,R
-14.598776,-0.30846024,1,state,fridrich,42,3,148,R,B,Y,R,W,Y,G,B,B,O,R,Y,G,G,O,G,O,R,G,R,B,B,R,R,O,W,W,O,Y,G,Y,O,G,Y,W,W,R,G,B,G,Y,Y,B,B,R,W,O,Y,O,B,W,W,W,O
-12.826359,-1.9294470000000001,1,state,fridrich,40,4,149,G,R,R,B,W,B,B,Y,Y,O,B,G,G,G,O,G,O,R,W,R,B,W,R,R,O,W,W,O,Y,O,Y,O,R,Y,W,Y,R,G,B,G,Y,Y,B,B,R,W,O,Y,O,B,W,W,G,G
-14.418778,-3.4891949,1,state,fridrich,40,5,150,G,R,Y,B,W,W,B,Y,G,O,B,R,G,G,B,G,O,Y,B,R,W,R,R,W,W,W,O,O,Y,O,Y,O,R,Y,W,Y,R,G,G,G,Y,O,B,B,R,W,O,B,O,B,Y,W,G,R
-15.64045,-5.473851,1,state,fridrich,38,6,151,G,R,Y,B,W,W,G,G,R,Y,O,G,B,G,G,R,B,O,B,R,W,R,R,W,Y,W,Y,O,Y,O,Y,O,R,W,W,O,G,Y,B,G,Y,O,B,B,R,W,O,B,O,B,Y,W,G,R
-14.181547,-7.6158996,1,state,fridrich,39,7,152,G,R,Y,B,W,W,G,G,R,Y,O,G,B,G,G,Y,W,W,B,R,W,R,R,O,Y,W,B,R,Y,O,B,O,R,O,W,O,B,O,R,Y,Y,B,G,G,B,W,Y,O,O,B,Y,W,G,R
-11.522505,-7.082658,1,state,fridrich,40,8,153,G,R,O,B,W,Y,G,G,R,Y,O,Y,B,G,W,Y,W,R,W,O,B,R,R,W,B,R,Y,R,Y,O,B,O,R,O,W,O,B,O,G,Y,Y,G,G,G,W,W,Y,R,O,B,B,W,G,B
-10.791344,-9.1215515,1,state,fridrich,43,9,154,G,B,G,G,W,R,R,Y,O,B,R,W,B,G,W,Y,W,R,W,O,B,G,R,W,B,R,Y,R,Y,Y,B,O,O,O,W,Y,B,O,G,Y,Y,G,G,G,W,W,Y,R,O,B,B,O,R,O
-13.596520000000002,-10.021775,1,state,fridrich,40,10,155,G,B,W,G,W,W,R,Y,R,B,R,G,B,G,G,Y,W,W,B,G,W,R,R,O,Y,W,B,R,Y,Y,B,O,O,O,W,Y,B,O,R,Y,Y,B,G,G,O,W,Y,G,O,B,R,O,R,O
-14.189255,-12.055978,1,state,fridrich,40,11,156,G,B,W,G,W,W,R,O,B,W,W,Y,G,G,B,G,R,B,B,G,W,R,R,O,O,W,Y,R,Y,Y,B,O,O,Y,W,B,R,Y,R,Y,Y,B,G,G,O,W,Y,G,O,B,R,O,R,O
-12.572988,-13.793196,1,state,fridrich,40,12,157,G,B,W,G,W,W,R,O,B,W,W,Y,G,G,B,Y,O,W,B,G,W,R,R,Y,O,W,G,G,Y,Y,R,O,O,B,W,B,R,B,O,Y,Y,G,R,Y,G,Y,B,R,O,B,R,O,R,O
-10.171191,-12.034224499999999,1,state,fridrich,41,13,158,G,B,R,G,W,R,R,O,O,W,W,W,G,G,W,Y,O,B,W,Y,G,G,R,W,B,R,O,G,Y,Y,R,O,O,B,W,B,R,B,Y,Y,Y,B,R,Y,W,Y,B,O,O,B,G,O,R,G
-8.785592999999999,-13.771761999999999,1,state,fridrich,39,14,159,R,G,G,O,W,B,O,R,R,B,G,W,G,G,W,Y,O,B,O,Y,G,R,R,W,G,R,O,G,Y,W,R,O,W,B,W,W,R,B,Y,Y,Y,B,R,Y,W,Y,B,O,O,B,G,B,O,Y
-10.547295,-15.938756,1,state,fridrich,36,15,160,R,G,W,O,W,W,O,R,B,B,G,Y,G,G,B,Y,O,W,G,R,O,R,R,Y,O,W,G,G,Y,W,R,O,W,B,W,W,R,B,O,Y,Y,G,R,Y,Y,Y,B,G,O,B,B,B,O,R
-8.883769000000001,-16.897692000000003,1,state,fridrich,35,16,161,R,G,W,O,W,W,O,B,R,W,O,Y,B,G,G,Y,G,B,G,R,O,R,R,Y,B,W,W,G,Y,W,R,O,W,O,W,G,B,R,O,Y,Y,G,R,Y,Y,Y,B,G,O,B,B,B,O,R
-7.2428284,-18.763748,1,state,fridrich,35,17,162,Y,G,W,O,W,W,B,B,R,R,O,Y,O,G,G,O,G,B,G,R,O,R,R,Y,B,W,W,O,R,G,W,O,Y,G,W,W,W,R,O,B,Y,G,Y,Y,Y,B,B,G,Y,B,B,R,O,R
-5.128403,-16.730337,1,state,fridrich,32,18,163,W,W,R,G,W,B,Y,O,B,G,Y,W,O,G,G,O,G,B,Y,R,O,O,R,Y,R,W,W,O,R,R,W,O,O,G,W,R,W,R,O,B,Y,G,Y,Y,Y,B,B,G,Y,B,B,G,R,B
-4.886307700000001,-14.238434,1,state,fridrich,35,19,164,G,W,R,O,W,B,O,O,B,W,Y,W,B,G,G,Y,G,B,Y,R,O,O,R,Y,R,W,W,R,O,R,R,O,W,O,W,G,B,R,O,Y,Y,G,G,Y,Y,W,B,G,G,B,B,Y,R,B
-4.1671453000000005,-12.054513,1,state,fridrich,35,20,165,G,W,R,O,W,B,O,W,G,Y,B,W,G,G,Y,B,G,W,Y,R,O,O,R,Y,O,O,B,R,O,R,R,O,W,O,R,B,W,W,R,Y,Y,G,G,Y,Y,W,B,G,G,B,B,Y,R,B
-4.7583337,-9.634533,1,state,fridrich,34,21,166,G,W,W,O,W,Y,O,W,W,Y,B,R,G,G,G,B,G,Y,O,O,Y,O,R,R,B,Y,O,R,O,R,R,O,W,O,R,B,W,W,G,Y,Y,B,G,Y,B,W,B,R,G,B,B,Y,R,G
9.128827000000001,-4.645616,1,state,fridrich,32,22,167,O,O,G,W,W,W,W,Y,W,B,O,O,G,G,G,B,G,Y,Y,O,Y,R,R,R,G,Y,O,R,O,Y,R,O,B,O,R,R,W,W,G,Y,Y,B,G,Y,B,W,B,R,G,B,B,B,W,R
8.361435,-6.8674936,1,state,fridrich,32,23,168,O,O,R,W,W,B,W,Y,R,B,O,G,G,G,W,B,G,W,Y,R,O,O,R,Y,Y,R,G,R,O,Y,R,O,B,O,R,R,W,W,O,Y,Y,G,G,Y,Y,W,B,G,G,B,B,B,W,B
10.233877,-8.221081,1,state,fridrich,30,24,169,O,O,R,W,W,B,O,W,W,W,G,B,W,G,G,G,O,B,Y,R,O,O,R,Y,O,R,R,R,O,Y,R,O,B,Y,R,G,R,Y,W,Y,Y,G,G,Y,Y,W,B,G,G,B,B,B,W,B
